Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
link2_right,-0.164337985161048,-0.0131393685703512,-0.0386544729786384,0,0,0,2.69362838096021,0.00426335070454304,-0.00277555236003664,-0.000798532633310513,0.0150051670245593,0.000100373269271408,0.0156058685529561,0,0,0,0,0,0,package://fullbot/meshes/link2_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://fullbot/meshes/link2_right.STL,,link2-2,joint2_right_coor,j2right,joint2_right,revolute,-0.065295,0.00034902,0.122,3.1416,1.5708,0,link1_right,0,0,-1,20,1.5,-2.05,2.09,,,,,,,,
link3_right,0.0790018467474999,-0.0622013835327156,-0.0189188081086681,0,0,0,1.30253291173427,0.00393746472517653,0.00136509457478538,0.00159605824936344,0.00525341640271265,-0.000920517395001331,0.00455360703799699,0,0,0,0,0,0,package://fullbot/meshes/link3_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://fullbot/meshes/link3_right.STL,,link3-2,joint3_right_coor,j3right,joint3_right,revolute,-0.2859,-0.053313,-0.0083026,0,0,0,link2_right,0,0,-1,20,1.5,-3.92,0.19,,,,,,,,
link4_right,0.0321808159995989,-0.000259192543237335,0.107627165980801,0,0,0,0.78956108124552,0.00404951021883878,-3.3674543336446E-06,-0.000990810460485379,0.00449575360734708,-2.29158571071361E-06,0.00105176344238809,0,0,0,0,0,0,package://fullbot/meshes/link4_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://fullbot/meshes/link4_right.STL,,link4-2,joint4_right_coor,j4right,joint4_right,revolute,0.15917,-0.077751,-0.057495,0,1.5708,0,link3_right,0,0,-1,20,1.5,-6.28,6.28,,,,,,,,
link5_right,0.0467464712720566,-0.00940636520692905,-0.0231013135933531,0,0,0,0.723053236781345,0.000793029275563745,0.00019796746165297,-0.000254450161449136,0.00148592048173132,5.97839010606921E-05,0.00164706260101592,0,0,0,0,0,0,package://fullbot/meshes/link5_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://fullbot/meshes/link5_right.STL,,link5-2,joint5_right_coor,j5right,joint5_right,revolute,0.014748,-0.00043612,0.183,-1.5708,0,-1.5708,link4_right,0,0,1,20,1.5,-1.69,3.14,,,,,,,,
link6_right,-0.00127764709875855,8.16060202746272E-09,0.0348924616310335,0,0,0,0.240703470193428,0.000111819928166232,-8.5304557524986E-12,3.17582815697291E-07,0.000124185592316452,-2.14504240040412E-11,0.000199479022123197,0,0,0,0,0,0,package://fullbot/meshes/link6_right.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://fullbot/meshes/link6_right.STL,,link6endef-2,joint6_right_coor,j6right,joint6_right,revolute,0.075873,-0.058524,-0.014339,1.5708,1.5708,0,link5_right,0,0,-1,20,1.5,-6.28,6.28,,,,,,,,
link0_left,-0.00152352228347186,9.20948264806331E-05,0.0721709830015318,0,0,0,1.15012353923379,0.00305297726264137,7.49728091574788E-06,-7.88116451994899E-05,0.00315399499788005,4.77313793260606E-06,0.00149595457246201,0,0,0,0,0,0,package://fullbot/meshes/link0_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://fullbot/meshes/link0_left.STL,,baselink-3,base_left_coor,Axis_joint0_left,joint0_left,fixed,0,-0.262500000000018,0.808253175473086,3.14159265358979,1.04719755119659,1.57079632679489,base_link,0,0,0,,,,,,,,,,,,
link1_left,-0.00635132541827643,0.000207433439637812,0.0933560224157137,0,0,0,1.32563223880842,0.0033752021374132,2.88747662063124E-06,0.000390243275931501,0.00397075692793722,-7.76736476127417E-06,0.0021170422993842,0,0,0,0,0,0,package://fullbot/meshes/link1_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://fullbot/meshes/link1_left.STL,,link1-3,joint1_left_coor,j1left,joint1_left,revolute,0,0,0.1448,0,0,0,link0_left,0,0,-1,20,1.5,-6.28,6.28,,,,,,,,
link2_left,-0.164335653200961,-0.0131391438496397,-0.0386534541310815,0,0,0,2.693519969393,0.00426316968491273,-0.00277539275843287,-0.000798412755260659,0.015004913484326,0.000100414305662904,0.0156055322063192,0,0,0,0,0,0,package://fullbot/meshes/link2_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://fullbot/meshes/link2_left.STL,,link2-3,joint2_left_coor,j2left,joint2_left,revolute,-0.065295,0.00034902,0.122,3.1416,1.5708,0,link1_left,0,0,-1,20,1.5,-2.05,2.09,,,,,,,,
link3_left,0.0790016512060432,-0.0622011862834298,-0.0189187307620943,0,0,0,1.30253713018814,0.00393752557798942,0.00136512084598024,0.00159609045475645,0.00525350026062385,-0.000920532713824777,0.00455371583746519,0,0,0,0,0,0,package://fullbot/meshes/link3_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://fullbot/meshes/link3_left.STL,,link3-3,joint3_left_coor,j3left,joint3_left,revolute,-0.2859,-0.053313,-0.0083026,0,0,0,link2_left,0,0,-1,20,1.5,-3.92,0.19,,,,,,,,
link4_left,0.0321813918409148,-0.000259353515606797,0.107627755673519,0,0,0,0.789550324066767,0.00404948831293703,-3.37071367934127E-06,-0.000990801773245661,0.00449572527498313,-2.29509968742282E-06,0.00105175433912365,0,0,0,0,0,0,package://fullbot/meshes/link4_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://fullbot/meshes/link4_left.STL,,link4-3,joint4_left_coor,j4left,joint4_left,revolute,0.15917,-0.077751,-0.057495,0,1.5708,0,link3_left,0,0,-1,20,1.5,-6.28,6.28,,,,,,,,
link5_left,0.0467460587567171,-0.0094063461555137,-0.0231014499120238,0,0,0,0.723052791881536,0.000793040035769921,0.000197992610855098,-0.000254454983145896,0.00148594871876037,5.97820535578688E-05,0.00164710089968391,0,0,0,0,0,0,package://fullbot/meshes/link5_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://fullbot/meshes/link5_left.STL,,link5-3,joint5_left_coor,j5left,joint5_left,revolute,0.014748,-0.00043612,0.183,-1.5708,0,-1.5708,link4_left,0,0,1,20,1.5,-1.69,3.14,,,,,,,,
link6_left,-0.00127763577348217,7.93220825134888E-09,0.0348924624099836,0,0,0,0.24070347329952,0.000111819940943311,-1.15110725036355E-11,3.17554848775727E-07,0.0001241855941227,-3.87077223997555E-11,0.00019947903857224,0,0,0,0,0,0,package://fullbot/meshes/link6_left.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://fullbot/meshes/link6_left.STL,,link6endef-5,joint6_left_coor,j6left,joint6_left,revolute,0.075873,-0.058524,-0.014339,1.5708,1.5708,0,link5_left,0,0,-1,20,1.5,-6.28,6.28,,,,,,,,
